2021 NSS results split by teaching provider,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,%Agree,,,,
UKPRN,Provider,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval - min,Actual value,Confidence interval - max,Response,Sample Size
10001143,Canterbury Christ Church University,Q21,9%,15%,21%,35%,20%,15,52%,55%,57%,1686,2511
10001143,Canterbury Christ Church University,Q22,5%,10%,15%,44%,27%,18,68%,71%,73%,1683,2511
10001143,Canterbury Christ Church University,Scale07,7%,12%,18%,39%,23%,33,60%,63%,65%,1696,2511
10001143,Canterbury Christ Church University,Q23,4%,7%,14%,45%,31%,11,73%,76%,78%,1690,2511
10001143,Canterbury Christ Church University,Q24,7%,10%,17%,38%,27%,10,63%,65%,68%,1691,2511
10001143,Canterbury Christ Church University,Q25,11%,17%,29%,27%,16%,20,41%,43%,46%,1681,2511
10001143,Canterbury Christ Church University,Scale08,7%,11%,20%,37%,24%,41,59%,61%,64%,1695,2511
10001143,Canterbury Christ Church University,Q26,6%,9%,36%,33%,17%,114,47%,49%,52%,1587,2511
10001143,Canterbury Christ Church University,Q27,8%,12%,15%,41%,24%,13,63%,65%,68%,1688,2511
10001148,Capel Manor College,Q01,0%,3%,7%,48%,41%,0,71%,90%,97%,29,35
10001148,Capel Manor College,Q02,0%,3%,7%,52%,38%,0,71%,90%,97%,29,35
10001148,Capel Manor College,Q03,0%,3%,17%,31%,48%,0,60%,79%,91%,29,35
10001148,Capel Manor College,Q04,0%,14%,14%,34%,38%,0,52%,72%,86%,29,35
10001148,Capel Manor College,Scale01,0%,6%,11%,41%,41%,0,63%,83%,93%,29,35
10001148,Capel Manor College,Q05,0%,3%,21%,45%,31%,0,56%,76%,89%,29,35
10001148,Capel Manor College,Q06,0%,0%,17%,48%,34%,0,63%,83%,93%,29,35
10001148,Capel Manor College,Q07,0%,14%,3%,41%,41%,0,63%,83%,93%,29,35
10001148,Capel Manor College,Scale02,0%,6%,14%,45%,36%,0,61%,80%,92%,29,35
10001148,Capel Manor College,Q08,14%,7%,28%,34%,17%,0,33%,52%,70%,29,35
10001148,Capel Manor College,Q09,10%,10%,28%,41%,10%,0,33%,52%,70%,29,35
10001148,Capel Manor College,Q10,41%,41%,7%,3%,7%,0,3%,10%,29%,29,35
10001148,Capel Manor College,Q11,7%,21%,14%,48%,10%,0,39%,59%,76%,29,35
10001148,Capel Manor College,Scale03,18%,20%,19%,32%,11%,0,26%,43%,63%,29,35
10001148,Capel Manor College,Q12,0%,0%,17%,38%,45%,0,63%,83%,93%,29,35
10001148,Capel Manor College,Q13,0%,10%,24%,31%,34%,0,45%,66%,81%,29,35
10001148,Capel Manor College,Q14,0%,11%,7%,57%,25%,1,62%,82%,93%,28,35
10001148,Capel Manor College,Scale04,0%,7%,16%,41%,36%,1,57%,77%,89%,29,35
10001148,Capel Manor College,Q15,3%,14%,14%,48%,21%,0,49%,69%,84%,29,35
10001148,Capel Manor College,Q16,0%,10%,7%,52%,31%,0,63%,83%,93%,29,35
10001148,Capel Manor College,Q17,7%,3%,21%,24%,45%,0,49%,69%,84%,29,35
10001148,Capel Manor College,Scale05,3%,9%,14%,41%,32%,0,53%,74%,87%,29,35
10001148,Capel Manor College,Q18,0%,10%,28%,45%,17%,0,42%,62%,79%,29,35
10001148,Capel Manor College,Q19,7%,14%,29%,25%,25%,1,31%,50%,69%,28,35
10001148,Capel Manor College,Q20,0%,18%,18%,43%,21%,1,44%,64%,81%,28,35
10001148,Capel Manor College,Scale06,2%,16%,24%,37%,21%,2,38%,57%,75%,29,35
10001148,Capel Manor College,Q21,0%,14%,10%,41%,34%,0,56%,76%,89%,29,35
10001148,Capel Manor College,Q22,4%,7%,11%,39%,39%,1,58%,79%,91%,28,35
10001148,Capel Manor College,Scale07,2%,10%,10%,41%,36%,1,58%,78%,90%,29,35
10001148,Capel Manor College,Q23,0%,0%,28%,41%,31%,0,52%,72%,86%,29,35
10001148,Capel Manor College,Q24,4%,7%,18%,39%,32%,1,51%,71%,86%,28,35
10001148,Capel Manor College,Q25,0%,7%,36%,36%,21%,1,37%,57%,75%,28,35
10001148,Capel Manor College,Scale08,1%,5%,26%,40%,28%,2,48%,68%,83%,29,35
10001148,Capel Manor College,Q26,0%,10%,38%,33%,19%,8,31%,52%,73%,21,35
10001148,Capel Manor College,Q27,0%,11%,14%,39%,36%,1,55%,75%,88%,28,35
10034450,Cardiff and Vale College,Q01,1%,2%,6%,48%,43%,0,84%,91%,95%,114,164
10034450,Cardiff and Vale College,Q02,0%,4%,11%,45%,39%,0,75%,84%,90%,114,164
10034450,Cardiff and Vale College,Q03,1%,6%,12%,39%,42%,0,72%,81%,87%,114,164
10034450,Cardiff and Vale College,Q04,4%,4%,11%,32%,51%,0,73%,82%,89%,114,164
10034450,Cardiff and Vale College,Scale01,1%,4%,10%,41%,44%,0,76%,85%,91%,114,164
10034450,Cardiff and Vale College,Q05,2%,4%,10%,38%,46%,1,75%,84%,90%,113,164
10034450,Cardiff and Vale College,Q06,1%,3%,10%,42%,45%,0,78%,87%,92%,114,164
10034450,Cardiff and Vale College,Q07,2%,4%,14%,35%,45%,1,70%,80%,87%,113,164
10034450,Cardiff and Vale College,Scale02,1%,4%,11%,38%,45%,2,75%,83%,90%,114,164
10034450,Cardiff and Vale College,Q08,0%,8%,10%,41%,41%,0,73%,82%,89%,114,164
10034450,Cardiff and Vale College,Q09,1%,4%,11%,39%,46%,1,76%,85%,91%,113,164
10034450,Cardiff and Vale College,Q10,3%,9%,10%,36%,42%,3,69%,78%,86%,111,164
10034450,Cardiff and Vale College,Q11,3%,6%,4%,34%,53%,0,78%,87%,92%,114,164
10034450,Cardiff and Vale College,Scale03,2%,7%,9%,38%,45%,4,74%,83%,89%,114,164
10034450,Cardiff and Vale College,Q12,2%,5%,10%,32%,51%,0,74%,83%,90%,114,164
10034450,Cardiff and Vale College,Q13,2%,6%,9%,42%,41%,0,74%,83%,90%,114,164
10034450,Cardiff and Vale College,Q14,1%,4%,17%,37%,41%,0,69%,78%,85%,114,164
10034450,Cardiff and Vale College,Scale04,1%,5%,12%,37%,44%,0,73%,82%,88%,114,164
10034450,Cardiff and Vale College,Q15,8%,10%,15%,41%,26%,0,58%,68%,76%,114,164
10034450,Cardiff and Vale College,Q16,4%,4%,9%,46%,36%,0,73%,82%,89%,114,164
10034450,Cardiff and Vale College,Q17,6%,11%,14%,31%,39%,0,59%,69%,78%,114,164
10034450,Cardiff and Vale College,Scale05,6%,8%,13%,39%,34%,0,63%,73%,81%,114,164
10034450,Cardiff and Vale College,Q18,7%,14%,17%,34%,28%,5,51%,61%,71%,109,164
10034450,Cardiff and Vale College,Q19,6%,11%,21%,37%,25%,4,51%,62%,71%,110,164
10034450,Cardiff and Vale College,Q20,9%,13%,17%,38%,24%,5,51%,61%,71%,109,164
10034450,Cardiff and Vale College,Scale06,8%,12%,18%,36%,25%,14,51%,61%,71%,113,164
10034450,Cardiff and Vale College,Q21,8%,5%,15%,39%,33%,1,62%,72%,80%,113,164
10034450,Cardiff and Vale College,Q22,4%,9%,18%,33%,36%,4,59%,69%,78%,110,164
10034450,Cardiff and Vale College,Scale07,6%,8%,17%,36%,34%,5,60%,70%,78%,113,164
10034450,Cardiff and Vale College,Q23,3%,9%,13%,39%,36%,1,66%,75%,83%,113,164
10034450,Cardiff and Vale College,Q24,2%,5%,13%,35%,45%,1,70%,80%,87%,113,164
10034450,Cardiff and Vale College,Q25,6%,10%,23%,32%,30%,3,51%,61%,71%,111,164
10034450,Cardiff and Vale College,Scale08,4%,8%,16%,35%,37%,5,62%,72%,80%,113,164
10034450,Cardiff and Vale College,Q26,4%,4%,41%,34%,17%,11,41%,51%,62%,103,164
10034450,Cardiff and Vale College,Q27,5%,11%,11%,36%,36%,0,62%,72%,80%,114,164
10007854,Cardiff Metropolitan University,Q01,1%,6%,11%,59%,23%,1,80%,82%,84%,1390,1892
10007854,Cardiff Metropolitan University,Q02,2%,7%,13%,52%,26%,1,75%,78%,80%,1390,1892
10007854,Cardiff Metropolitan University,Q03,3%,7%,13%,45%,32%,2,74%,77%,79%,1389,1892
10007854,Cardiff Metropolitan University,Q04,3%,8%,13%,40%,36%,2,73%,76%,78%,1389,1892
10007854,Cardiff Metropolitan University,Scale01,2%,7%,13%,49%,29%,6,76%,78%,80%,1391,1892
10007854,Cardiff Metropolitan University,Q05,2%,7%,12%,42%,37%,0,77%,79%,82%,1391,1892
10007854,Cardiff Metropolitan University,Q06,2%,5%,12%,41%,40%,1,79%,81%,84%,1390,1892
10007854,Cardiff Metropolitan University,Q07,3%,7%,12%,40%,37%,3,75%,77%,80%,1388,1892
10007854,Cardiff Metropolitan University,Scale02,2%,6%,12%,41%,38%,4,77%,79%,82%,1391,1892
10007854,Cardiff Metropolitan University,Q08,6%,11%,16%,40%,27%,2,64%,67%,70%,1389,1892
10007854,Cardiff Metropolitan University,Q09,5%,9%,19%,43%,24%,3,65%,67%,70%,1388,1892
10007854,Cardiff Metropolitan University,Q10,5%,8%,15%,39%,33%,2,70%,72%,75%,1389,1892
10007854,Cardiff Metropolitan University,Q11,4%,10%,15%,42%,30%,3,69%,72%,74%,1388,1892
10007854,Cardiff Metropolitan University,Scale03,5%,9%,16%,41%,29%,10,67%,70%,72%,1391,1892
10007854,Cardiff Metropolitan University,Q12,3%,8%,11%,39%,39%,2,75%,78%,80%,1389,1892
10007854,Cardiff Metropolitan University,Q13,4%,9%,16%,45%,27%,1,68%,71%,74%,1390,1892
10007854,Cardiff Metropolitan University,Q14,4%,8%,19%,42%,27%,36,66%,69%,72%,1355,1892
10007854,Cardiff Metropolitan University,Scale04,4%,9%,15%,42%,31%,39,70%,73%,75%,1391,1892
10007854,Cardiff Metropolitan University,Q15,6%,13%,17%,43%,20%,1,61%,63%,66%,1390,1892
10007854,Cardiff Metropolitan University,Q16,5%,8%,14%,40%,33%,3,71%,73%,76%,1388,1892
10007854,Cardiff Metropolitan University,Q17,5%,12%,15%,40%,29%,5,66%,69%,72%,1386,1892
10007854,Cardiff Metropolitan University,Scale05,5%,11%,15%,41%,27%,9,66%,68%,71%,1391,1892
10007854,Cardiff Metropolitan University,Q18,5%,9%,17%,41%,28%,28,66%,69%,72%,1363,1892
10007854,Cardiff Metropolitan University,Q19,4%,8%,16%,39%,33%,25,69%,72%,74%,1366,1892
10007854,Cardiff Metropolitan University,Q20,6%,9%,16%,41%,28%,31,66%,69%,72%,1360,1892
10007854,Cardiff Metropolitan University,Scale06,6%,8%,17%,40%,29%,84,67%,70%,72%,1386,1892
10007854,Cardiff Metropolitan University,Q21,7%,11%,20%,36%,26%,9,59%,62%,65%,1382,1892
10007854,Cardiff Metropolitan University,Q22,3%,5%,11%,42%,39%,18,79%,81%,83%,1373,1892
10007854,Cardiff Metropolitan University,Scale07,5%,8%,16%,39%,32%,27,69%,71%,74%,1388,1892
10007854,Cardiff Metropolitan University,Q23,3%,5%,13%,43%,36%,11,77%,79%,82%,1380,1892
10007854,Cardiff Metropolitan University,Q24,5%,8%,15%,37%,35%,12,69%,72%,74%,1379,1892
10007854,Cardiff Metropolitan University,Q25,7%,11%,26%,35%,21%,19,53%,56%,59%,1372,1892
10007854,Cardiff Metropolitan University,Scale08,5%,8%,18%,38%,31%,42,66%,69%,72%,1382,1892
10007854,Cardiff Metropolitan University,Q26,5%,7%,36%,35%,18%,65,50%,53%,56%,1326,1892
10007854,Cardiff Metropolitan University,Q27,5%,7%,12%,45%,31%,13,73%,76%,78%,1378,1892
10007814,Cardiff University,Q01,2%,6%,10%,66%,17%,0,81%,83%,84%,3957,5642
10007814,Cardiff University,Q02,2%,7%,15%,57%,19%,0,75%,76%,77%,3957,5642
10007814,Cardiff University,Q03,2%,5%,10%,43%,41%,1,82%,83%,85%,3956,5642
10007814,Cardiff University,Q04,4%,8%,16%,43%,29%,2,70%,72%,73%,3955,5642
10007814,Cardiff University,Scale01,2%,7%,13%,52%,26%,3,77%,78%,80%,3957,5642
10007814,Cardiff University,Q05,2%,6%,15%,45%,32%,4,75%,77%,78%,3953,5642
10007814,Cardiff University,Q06,2%,6%,13%,46%,34%,9,78%,79%,80%,3948,5642
10007814,Cardiff University,Q07,4%,9%,14%,40%,33%,8,71%,73%,74%,3949,5642
10007814,Cardiff University,Scale02,2%,7%,14%,44%,33%,21,75%,76%,78%,3957,5642
10007814,Cardiff University,Q08,7%,13%,17%,39%,24%,6,61%,63%,65%,3951,5642
10007814,Cardiff University,Q09,7%,12%,19%,45%,17%,5,61%,63%,64%,3952,5642
10007814,Cardiff University,Q10,10%,16%,17%,38%,19%,8,56%,57%,59%,3949,5642
10007814,Cardiff University,Q11,8%,17%,19%,41%,15%,7,54%,56%,58%,3950,5642
10007814,Cardiff University,Scale03,8%,14%,18%,41%,19%,26,58%,60%,61%,3956,5642
10007814,Cardiff University,Q12,3%,6%,10%,43%,39%,3,80%,81%,83%,3954,5642
10007814,Cardiff University,Q13,5%,11%,17%,46%,21%,3,64%,66%,68%,3954,5642
10007814,Cardiff University,Q14,4%,12%,22%,41%,21%,123,60%,62%,63%,3834,5642
10007814,Cardiff University,Scale04,4%,10%,16%,43%,27%,129,68%,70%,71%,3957,5642
10007814,Cardiff University,Q15,9%,16%,20%,41%,14%,2,54%,56%,57%,3955,5642
10007814,Cardiff University,Q16,5%,10%,13%,45%,27%,9,70%,72%,73%,3948,5642
10007814,Cardiff University,Q17,7%,13%,16%,42%,22%,15,62%,64%,66%,3942,5642
10007814,Cardiff University,Scale05,7%,13%,16%,43%,21%,26,62%,64%,65%,3957,5642
10007814,Cardiff University,Q18,5%,9%,17%,43%,26%,66,67%,69%,70%,3891,5642
10007814,Cardiff University,Q19,4%,8%,13%,40%,35%,46,73%,75%,76%,3911,5642
10007814,Cardiff University,Q20,4%,8%,14%,43%,31%,99,72%,74%,75%,3858,5642
10007814,Cardiff University,Scale06,4%,8%,15%,42%,30%,211,71%,72%,74%,3953,5642
10007814,Cardiff University,Q21,10%,16%,20%,34%,19%,10,52%,54%,55%,3947,5642
10007814,Cardiff University,Q22,4%,9%,13%,42%,31%,33,72%,73%,75%,3924,5642
10007814,Cardiff University,Scale07,7%,13%,17%,38%,25%,43,62%,63%,65%,3953,5642
10007814,Cardiff University,Q23,3%,6%,11%,45%,35%,23,78%,79%,81%,3934,5642
10007814,Cardiff University,Q24,8%,13%,19%,37%,23%,24,58%,60%,61%,3933,5642
10007814,Cardiff University,Q25,11%,20%,27%,28%,14%,36,40%,42%,44%,3921,5642
10007814,Cardiff University,Scale08,7%,13%,19%,37%,24%,83,59%,60%,62%,3943,5642
10007814,Cardiff University,Q26,4%,9%,32%,37%,18%,130,53%,55%,57%,3827,5642
10007814,Cardiff University,Q27,5%,10%,13%,47%,25%,30,71%,72%,74%,3927,5642
10001165,Cardinal Newman College,Q01,0%,0%,0%,72%,28%,0,79%,100%,100%,18,27
10001165,Cardinal Newman College,Q02,0%,0%,6%,78%,17%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q03,0%,0%,0%,50%,50%,0,79%,100%,100%,18,27
10001165,Cardinal Newman College,Q04,0%,0%,6%,39%,56%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Scale01,0%,0%,3%,60%,38%,0,75%,97%,100%,18,27
10001165,Cardinal Newman College,Q05,0%,0%,6%,33%,61%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q06,0%,0%,11%,22%,67%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q07,0%,0%,11%,33%,56%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Scale02,0%,0%,9%,30%,61%,0,67%,91%,98%,18,27
10001165,Cardinal Newman College,Q08,0%,0%,11%,50%,39%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q09,0%,0%,0%,56%,44%,0,79%,100%,100%,18,27
10001165,Cardinal Newman College,Q10,0%,0%,11%,67%,22%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q11,0%,6%,0%,50%,44%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Scale03,0%,1%,6%,56%,38%,0,70%,93%,99%,18,27
10001165,Cardinal Newman College,Q12,0%,0%,11%,28%,61%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q13,0%,0%,6%,50%,44%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q14,0%,0%,11%,28%,61%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Scale04,0%,0%,9%,35%,56%,0,67%,91%,98%,18,27
10001165,Cardinal Newman College,Q15,0%,0%,6%,39%,56%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q16,0%,0%,11%,22%,67%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q17,0%,0%,6%,33%,61%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Scale05,0%,0%,7%,31%,61%,0,69%,93%,99%,18,27
10001165,Cardinal Newman College,Q18,0%,0%,6%,50%,44%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q19,0%,0%,11%,33%,56%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q20,0%,0%,17%,50%,33%,0,58%,83%,95%,18,27
10001165,Cardinal Newman College,Scale06,0%,0%,11%,44%,44%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q21,0%,0%,22%,28%,50%,0,52%,78%,92%,18,27
10001165,Cardinal Newman College,Q22,0%,0%,12%,29%,59%,1,63%,88%,97%,17,27
10001165,Cardinal Newman College,Scale07,0%,0%,17%,28%,56%,1,58%,83%,95%,18,27
10001165,Cardinal Newman College,Q23,0%,0%,11%,39%,50%,0,64%,89%,97%,18,27
10001165,Cardinal Newman College,Q24,0%,0%,6%,39%,56%,0,71%,94%,99%,18,27
10001165,Cardinal Newman College,Q25,0%,0%,28%,39%,33%,0,47%,72%,89%,18,27
10001165,Cardinal Newman College,Scale08,0%,0%,15%,39%,46%,0,60%,85%,96%,18,27
10001165,Cardinal Newman College,Q26,0%,0%,31%,38%,31%,2,42%,69%,87%,16,27
10001165,Cardinal Newman College,Q27,0%,0%,0%,39%,61%,0,79%,100%,100%,18,27
10002061,Central Bedfordshire College,Q01,8%,0%,20%,55%,18%,1,55%,73%,85%,40,50
10002061,Central Bedfordshire College,Q02,5%,2%,20%,51%,22%,0,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Q03,0%,2%,17%,54%,27%,0,64%,80%,90%,41,50
10002061,Central Bedfordshire College,Q04,0%,2%,10%,49%,39%,0,73%,88%,95%,41,50
10002061,Central Bedfordshire College,Scale01,3%,2%,16%,52%,27%,1,62%,79%,89%,41,50
10002061,Central Bedfordshire College,Q05,0%,5%,12%,44%,39%,0,67%,83%,92%,41,50
10002061,Central Bedfordshire College,Q06,2%,0%,5%,51%,41%,0,79%,93%,98%,41,50
10002061,Central Bedfordshire College,Q07,2%,2%,12%,44%,39%,0,67%,83%,92%,41,50
10002061,Central Bedfordshire College,Scale02,2%,2%,10%,46%,40%,0,71%,86%,94%,41,50
10002061,Central Bedfordshire College,Q08,2%,5%,20%,49%,24%,0,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Q09,0%,5%,22%,54%,20%,0,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Q10,5%,10%,22%,51%,12%,0,47%,63%,78%,41,50
10002061,Central Bedfordshire College,Q11,2%,2%,15%,56%,24%,0,64%,80%,90%,41,50
10002061,Central Bedfordshire College,Scale03,2%,5%,20%,52%,20%,0,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Q12,5%,5%,12%,44%,34%,0,62%,78%,89%,41,50
10002061,Central Bedfordshire College,Q13,5%,5%,22%,44%,24%,0,51%,68%,81%,41,50
10002061,Central Bedfordshire College,Q14,3%,5%,20%,48%,25%,1,55%,73%,85%,40,50
10002061,Central Bedfordshire College,Scale04,4%,5%,18%,45%,28%,1,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Q15,2%,15%,27%,39%,17%,0,40%,56%,71%,41,50
10002061,Central Bedfordshire College,Q16,2%,2%,10%,54%,32%,0,70%,85%,94%,41,50
10002061,Central Bedfordshire College,Q17,5%,12%,10%,46%,27%,0,56%,73%,85%,41,50
10002061,Central Bedfordshire College,Scale05,3%,10%,15%,46%,25%,0,55%,72%,84%,41,50
10002061,Central Bedfordshire College,Q18,5%,3%,26%,54%,13%,2,49%,67%,80%,39,50
10002061,Central Bedfordshire College,Q19,5%,0%,15%,59%,22%,0,64%,80%,90%,41,50
10002061,Central Bedfordshire College,Q20,5%,2%,32%,49%,12%,0,44%,61%,76%,41,50
10002061,Central Bedfordshire College,Scale06,5%,2%,24%,54%,16%,2,53%,70%,83%,41,50
10002061,Central Bedfordshire College,Q21,5%,5%,20%,58%,13%,1,53%,70%,83%,40,50
10002061,Central Bedfordshire College,Q22,3%,3%,8%,58%,30%,1,72%,88%,95%,40,50
10002061,Central Bedfordshire College,Scale07,4%,4%,14%,58%,21%,2,62%,79%,89%,40,50
10002061,Central Bedfordshire College,Q23,5%,5%,28%,43%,20%,1,45%,63%,77%,40,50
10002061,Central Bedfordshire College,Q24,3%,3%,25%,48%,23%,1,53%,70%,83%,40,50
10002061,Central Bedfordshire College,Q25,5%,10%,28%,38%,18%,2,39%,56%,72%,39,50
10002061,Central Bedfordshire College,Scale08,4%,6%,27%,43%,21%,4,46%,63%,78%,40,50
10002061,Central Bedfordshire College,Q26,3%,6%,38%,41%,12%,7,35%,53%,70%,34,50
10002061,Central Bedfordshire College,Q27,3%,10%,13%,63%,13%,1,58%,75%,87%,40,50
10007141,University of Central Lancashire,Q01,3%,7%,11%,53%,26%,2,78%,79%,81%,2608,3846
10007141,University of Central Lancashire,Q02,3%,9%,14%,47%,27%,3,72%,74%,76%,2607,3846
10007141,University of Central Lancashire,Q03,4%,8%,13%,43%,33%,4,74%,76%,78%,2606,3846
10007141,University of Central Lancashire,Q04,4%,8%,15%,38%,36%,3,72%,74%,76%,2607,3846
10007141,University of Central Lancashire,Scale01,3%,8%,13%,45%,30%,12,74%,76%,77%,2610,3846
10007141,University of Central Lancashire,Q05,4%,7%,15%,41%,34%,4,73%,75%,77%,2606,3846
10007141,University of Central Lancashire,Q06,2%,6%,14%,42%,35%,5,76%,77%,79%,2605,3846
10007141,University of Central Lancashire,Q07,4%,7%,13%,39%,37%,6,73%,75%,77%,2604,3846
10007141,University of Central Lancashire,Scale02,3%,7%,14%,41%,35%,15,74%,76%,78%,2610,3846
10007141,University of Central Lancashire,Q08,6%,9%,15%,39%,30%,3,68%,70%,71%,2607,3846
10007141,University of Central Lancashire,Q09,6%,9%,16%,41%,28%,9,66%,68%,70%,2601,3846
10007141,University of Central Lancashire,Q10,7%,9%,12%,40%,32%,11,70%,72%,74%,2599,3846
10007141,University of Central Lancashire,Q11,5%,10%,13%,41%,31%,7,71%,73%,75%,2603,3846
10007141,University of Central Lancashire,Scale03,6%,9%,14%,40%,30%,30,69%,71%,72%,2609,3846
10007141,University of Central Lancashire,Q12,6%,9%,11%,34%,41%,4,73%,74%,76%,2606,3846
10007141,University of Central Lancashire,Q13,7%,11%,15%,36%,31%,6,65%,67%,69%,2604,3846
10007141,University of Central Lancashire,Q14,6%,9%,18%,36%,30%,65,64%,66%,68%,2545,3846
10007141,University of Central Lancashire,Scale04,6%,10%,15%,35%,34%,75,67%,69%,71%,2610,3846
10007141,University of Central Lancashire,Q15,14%,14%,17%,35%,19%,7,52%,55%,57%,2603,3846
10007141,University of Central Lancashire,Q16,6%,9%,14%,41%,31%,6,69%,71%,73%,2604,3846
10007141,University of Central Lancashire,Q17,10%,13%,15%,36%,27%,8,61%,63%,65%,2602,3846
10007141,University of Central Lancashire,Scale05,10%,12%,15%,37%,26%,21,61%,63%,65%,2610,3846
10007141,University of Central Lancashire,Q18,5%,9%,18%,41%,27%,48,66%,68%,70%,2562,3846
10007141,University of Central Lancashire,Q19,4%,6%,14%,39%,37%,27,74%,76%,78%,2583,3846
10007141,University of Central Lancashire,Q20,6%,8%,14%,41%,31%,74,70%,72%,74%,2536,3846
10007141,University of Central Lancashire,Scale06,5%,8%,15%,40%,32%,149,70%,72%,74%,2608,3846
10007141,University of Central Lancashire,Q21,10%,13%,19%,33%,25%,15,56%,58%,61%,2595,3846
10007141,University of Central Lancashire,Q22,5%,7%,15%,39%,34%,21,71%,73%,75%,2589,3846
10007141,University of Central Lancashire,Scale07,7%,10%,17%,36%,30%,36,64%,66%,68%,2607,3846
10007141,University of Central Lancashire,Q23,4%,7%,14%,40%,35%,22,73%,75%,77%,2588,3846
10007141,University of Central Lancashire,Q24,8%,9%,16%,34%,33%,25,65%,67%,69%,2585,3846
10007141,University of Central Lancashire,Q25,10%,14%,24%,29%,23%,42,50%,52%,54%,2568,3846
10007141,University of Central Lancashire,Scale08,7%,10%,18%,34%,30%,89,63%,65%,67%,2598,3846
10007141,University of Central Lancashire,Q26,4%,6%,31%,36%,22%,147,56%,58%,60%,2463,3846
10007141,University of Central Lancashire,Q27,8%,10%,13%,38%,30%,22,66%,68%,70%,2588,3846
10068157,University Centre Peterborough,Q01,0%,6%,7%,50%,36%,0,78%,86%,92%,111,156
10068157,University Centre Peterborough,Q02,3%,5%,6%,50%,37%,0,78%,86%,92%,111,156
10068157,University Centre Peterborough,Q03,2%,5%,6%,42%,45%,0,79%,87%,93%,111,156
10068157,University Centre Peterborough,Q04,3%,7%,9%,39%,42%,0,72%,81%,88%,111,156
10068157,University Centre Peterborough,Scale01,2%,6%,7%,45%,40%,0,77%,85%,91%,111,156
10068157,University Centre Peterborough,Q05,4%,6%,10%,43%,37%,0,71%,80%,87%,111,156
10068157,University Centre Peterborough,Q06,1%,3%,10%,44%,42%,0,78%,86%,92%,111,156
10068157,University Centre Peterborough,Q07,1%,8%,13%,41%,38%,0,69%,78%,86%,111,156
10068157,University Centre Peterborough,Scale02,2%,6%,11%,43%,39%,0,72%,82%,88%,111,156
10068157,University Centre Peterborough,Q08,2%,7%,7%,45%,39%,0,75%,84%,90%,111,156
10068157,University Centre Peterborough,Q09,3%,9%,10%,35%,43%,0,69%,78%,86%,111,156
10068157,University Centre Peterborough,Q10,5%,9%,9%,44%,32%,0,67%,77%,84%,111,156
10068157,University Centre Peterborough,Q11,4%,8%,8%,41%,39%,0,71%,80%,87%,111,156
10068157,University Centre Peterborough,Scale03,3%,8%,9%,41%,38%,0,70%,80%,87%,111,156
10068157,University Centre Peterborough,Q12,4%,9%,5%,38%,44%,0,73%,82%,89%,111,156
10068157,University Centre Peterborough,Q13,4%,9%,5%,49%,34%,0,74%,83%,89%,111,156
10068157,University Centre Peterborough,Q14,5%,6%,11%,47%,31%,2,68%,78%,85%,109,156
10068157,University Centre Peterborough,Scale04,4%,8%,7%,44%,37%,2,72%,81%,88%,111,156
10068157,University Centre Peterborough,Q15,12%,8%,10%,42%,28%,0,60%,70%,79%,111,156
10068157,University Centre Peterborough,Q16,2%,2%,4%,40%,53%,0,86%,93%,97%,111,156
10068157,University Centre Peterborough,Q17,5%,15%,5%,38%,37%,0,65%,75%,83%,111,156
10068157,University Centre Peterborough,Scale05,6%,8%,6%,40%,39%,0,70%,79%,86%,111,156
10068157,University Centre Peterborough,Q18,1%,6%,15%,42%,36%,3,68%,78%,85%,108,156
10068157,University Centre Peterborough,Q19,1%,12%,14%,49%,25%,0,64%,74%,82%,111,156
10068157,University Centre Peterborough,Q20,2%,5%,15%,50%,29%,3,69%,79%,86%,108,156
10068157,University Centre Peterborough,Scale06,1%,8%,14%,47%,30%,6,67%,76%,84%,111,156
10068157,University Centre Peterborough,Q21,5%,5%,17%,41%,31%,1,62%,72%,80%,110,156
