2019 NSS results split by teaching provider,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,%Agree,,,,,
UKPRN,Provider,Question Number,Answered 1,Answered 2,Answered 3,Answered 4,Answered 5,N/A,Confidence interval - min,Actual value,Confidence interval - max,Response,Sample Size,Two years aggregate data?
10032072,The Cambridge Theological Federation,Q22,0%,0%,7%,47%,47%,0,67%,93%,99%,15,28,
10032072,The Cambridge Theological Federation,Scale07,0%,0%,10%,33%,57%,0,63%,90%,98%,15,28,
10032072,The Cambridge Theological Federation,Q23,0%,0%,7%,47%,47%,0,67%,93%,99%,15,28,
10032072,The Cambridge Theological Federation,Q24,0%,0%,13%,60%,27%,0,59%,87%,97%,15,28,
10032072,The Cambridge Theological Federation,Q25,0%,14%,36%,43%,7%,1,25%,50%,75%,14,28,
10032072,The Cambridge Theological Federation,Scale08,0%,4%,19%,50%,27%,1,49%,77%,92%,15,28,
10032072,The Cambridge Theological Federation,Q26,9%,9%,18%,45%,18%,4,33%,64%,86%,11,28,
10032072,The Cambridge Theological Federation,Q27,0%,7%,7%,53%,33%,0,59%,87%,97%,15,28,
10001143,Canterbury Christ Church University,Q01,1%,3%,6%,64%,27%,3,89%,90%,92%,1807,2583,
10001143,Canterbury Christ Church University,Q02,1%,5%,11%,57%,26%,1,82%,84%,85%,1809,2583,
10001143,Canterbury Christ Church University,Q03,1%,4%,12%,45%,38%,0,81%,83%,85%,1810,2583,
10001143,Canterbury Christ Church University,Q04,1%,5%,12%,39%,43%,1,80%,82%,84%,1809,2583,
10001143,Canterbury Christ Church University,Scale01,1%,4%,10%,51%,34%,5,83%,85%,86%,1810,2583,
10001143,Canterbury Christ Church University,Q05,1%,4%,9%,42%,44%,2,84%,86%,87%,1808,2583,
10001143,Canterbury Christ Church University,Q06,1%,3%,9%,43%,44%,1,85%,86%,88%,1809,2583,
10001143,Canterbury Christ Church University,Q07,1%,6%,11%,39%,44%,4,81%,83%,84%,1806,2583,
10001143,Canterbury Christ Church University,Scale02,1%,4%,10%,41%,44%,7,83%,85%,87%,1810,2583,
10001143,Canterbury Christ Church University,Q08,4%,7%,13%,37%,39%,0,74%,76%,78%,1810,2583,
10001143,Canterbury Christ Church University,Q09,3%,8%,17%,45%,26%,2,69%,71%,74%,1808,2583,
10001143,Canterbury Christ Church University,Q10,5%,9%,12%,41%,34%,1,72%,74%,76%,1809,2583,
10001143,Canterbury Christ Church University,Q11,2%,8%,15%,46%,28%,1,72%,75%,77%,1809,2583,
10001143,Canterbury Christ Church University,Scale03,4%,8%,15%,42%,32%,4,72%,74%,76%,1810,2583,
10001143,Canterbury Christ Church University,Q12,2%,4%,7%,37%,49%,1,85%,86%,88%,1809,2583,
10001143,Canterbury Christ Church University,Q13,2%,6%,13%,46%,34%,2,77%,80%,82%,1808,2583,
10001143,Canterbury Christ Church University,Q14,2%,6%,17%,42%,33%,33,73%,75%,77%,1777,2583,
10001143,Canterbury Christ Church University,Scale04,2%,5%,12%,42%,39%,36,78%,80%,82%,1810,2583,
10001143,Canterbury Christ Church University,Q15,7%,12%,18%,42%,21%,0,60%,62%,65%,1810,2583,
10001143,Canterbury Christ Church University,Q16,5%,8%,12%,40%,35%,2,72%,74%,77%,1808,2583,
10001143,Canterbury Christ Church University,Q17,4%,10%,13%,43%,30%,11,71%,73%,75%,1799,2583,
10001143,Canterbury Christ Church University,Scale05,6%,10%,14%,41%,28%,13,68%,70%,72%,1810,2583,
10001143,Canterbury Christ Church University,Q18,2%,3%,9%,45%,41%,9,84%,85%,87%,1801,2583,
10001143,Canterbury Christ Church University,Q19,2%,3%,8%,37%,50%,5,85%,87%,88%,1805,2583,
10001143,Canterbury Christ Church University,Q20,2%,3%,9%,43%,42%,40,84%,85%,87%,1770,2583,
10001143,Canterbury Christ Church University,Scale06,2%,3%,9%,42%,44%,54,84%,86%,87%,1809,2583,
10001143,Canterbury Christ Church University,Q21,5%,10%,19%,37%,30%,8,64%,67%,69%,1802,2583,
10001143,Canterbury Christ Church University,Q22,1%,4%,11%,44%,40%,12,82%,84%,85%,1798,2583,
10001143,Canterbury Christ Church University,Scale07,3%,7%,15%,40%,35%,20,73%,75%,77%,1808,2583,
10001143,Canterbury Christ Church University,Q23,2%,4%,11%,45%,38%,10,81%,83%,85%,1800,2583,
10001143,Canterbury Christ Church University,Q24,4%,7%,16%,40%,33%,12,71%,73%,75%,1798,2583,
10001143,Canterbury Christ Church University,Q25,7%,13%,28%,31%,22%,21,50%,53%,55%,1789,2583,
10001143,Canterbury Christ Church University,Scale08,4%,8%,18%,39%,31%,43,67%,70%,72%,1804,2583,
10001143,Canterbury Christ Church University,Q26,5%,9%,36%,33%,18%,119,48%,51%,53%,1691,2583,
10001143,Canterbury Christ Church University,Q27,2%,6%,9%,47%,36%,13,81%,83%,84%,1797,2583,
10001143,Canterbury Christ Church University,NHS1,2%,7%,12%,46%,33%,5,75%,79%,84%,394,525,
10001143,Canterbury Christ Church University,NHS2,1%,2%,6%,40%,51%,9,88%,91%,94%,390,525,
10001143,Canterbury Christ Church University,NHS3,1%,3%,9%,48%,38%,9,82%,86%,90%,390,525,
10001143,Canterbury Christ Church University,NHS4,0%,2%,6%,49%,43%,1,89%,92%,95%,398,525,
10001143,Canterbury Christ Church University,NHS5,1%,2%,6%,47%,43%,11,86%,90%,93%,388,525,
10001143,Canterbury Christ Church University,NHS6,1%,5%,10%,47%,37%,10,79%,84%,87%,389,525,
10001143,Canterbury Christ Church University,ScaleNHS,1%,3%,8%,47%,40%,45,83%,87%,90%,399,525,
10001148,Capel Manor College,Q01,0%,7%,0%,64%,29%,0,65%,93%,99%,14,23,
10001148,Capel Manor College,Q02,0%,0%,0%,64%,36%,0,75%,100%,100%,14,23,
10001148,Capel Manor College,Q03,0%,0%,7%,29%,64%,0,65%,93%,99%,14,23,
10001148,Capel Manor College,Q04,0%,7%,14%,14%,64%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Scale01,0%,4%,5%,43%,48%,0,63%,91%,98%,14,23,
10001148,Capel Manor College,Q05,0%,7%,7%,21%,64%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q06,0%,0%,7%,29%,64%,0,65%,93%,99%,14,23,
10001148,Capel Manor College,Q07,0%,0%,21%,29%,50%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Scale02,0%,2%,12%,26%,60%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q08,0%,7%,36%,50%,7%,0,30%,57%,80%,14,23,
10001148,Capel Manor College,Q09,0%,0%,14%,79%,7%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q10,0%,36%,36%,29%,0%,0,11%,29%,57%,14,23,
10001148,Capel Manor College,Q11,0%,0%,21%,64%,14%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Scale03,0%,11%,27%,55%,7%,0,35%,63%,84%,14,23,
10001148,Capel Manor College,Q12,0%,14%,7%,43%,36%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Q13,7%,7%,7%,43%,36%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Q14,8%,0%,15%,23%,54%,1,47%,77%,93%,13,23,
10001148,Capel Manor College,Scale04,5%,7%,10%,37%,42%,1,50%,79%,93%,14,23,
10001148,Capel Manor College,Q15,7%,7%,0%,71%,14%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q16,7%,7%,0%,21%,64%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q17,0%,14%,0%,71%,14%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Scale05,5%,10%,0%,55%,31%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Q18,0%,14%,29%,21%,36%,0,30%,57%,80%,14,23,
10001148,Capel Manor College,Q19,0%,0%,21%,43%,36%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Q20,0%,0%,21%,50%,29%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Scale06,0%,5%,24%,38%,33%,0,43%,71%,89%,14,23,
10001148,Capel Manor College,Q21,7%,14%,21%,21%,36%,0,30%,57%,80%,14,23,
10001148,Capel Manor College,Q22,0%,7%,7%,36%,50%,0,57%,86%,96%,14,23,
10001148,Capel Manor College,Scale07,4%,11%,14%,29%,43%,0,43%,71%,89%,14,23,
10001148,Capel Manor College,Q23,0%,0%,21%,50%,29%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Q24,0%,7%,14%,21%,57%,0,50%,79%,93%,14,23,
10001148,Capel Manor College,Q25,0%,0%,7%,57%,36%,0,65%,93%,99%,14,23,
10001148,Capel Manor College,Scale08,0%,2%,14%,43%,40%,0,54%,83%,95%,14,23,
10001148,Capel Manor College,Q26,10%,10%,60%,20%,0%,4,5%,20%,54%,10,23,
10001148,Capel Manor College,Q27,0%,7%,0%,36%,57%,0,65%,93%,99%,14,23,
10034450,Cardiff and Vale College,Q01,0%,4%,6%,51%,39%,0,80%,89%,94%,93,139,
10034450,Cardiff and Vale College,Q02,2%,9%,11%,42%,37%,0,68%,78%,86%,93,139,
10034450,Cardiff and Vale College,Q03,4%,5%,12%,43%,35%,0,68%,78%,86%,93,139,
10034450,Cardiff and Vale College,Q04,1%,4%,12%,35%,47%,0,73%,83%,90%,93,139,
10034450,Cardiff and Vale College,Scale01,2%,6%,10%,43%,40%,0,72%,82%,89%,93,139,
10034450,Cardiff and Vale College,Q05,1%,4%,13%,44%,38%,0,72%,82%,89%,93,139,
10034450,Cardiff and Vale College,Q06,1%,5%,11%,45%,38%,0,73%,83%,90%,93,139,
10034450,Cardiff and Vale College,Q07,0%,8%,10%,51%,32%,0,73%,83%,90%,93,139,
10034450,Cardiff and Vale College,Scale02,1%,6%,11%,47%,36%,0,72%,82%,89%,93,139,
10034450,Cardiff and Vale College,Q08,3%,10%,15%,40%,32%,0,61%,72%,81%,93,139,
10034450,Cardiff and Vale College,Q09,1%,6%,15%,43%,34%,0,67%,77%,85%,93,139,
10034450,Cardiff and Vale College,Q10,2%,9%,20%,39%,30%,0,58%,69%,78%,93,139,
10034450,Cardiff and Vale College,Q11,4%,6%,16%,34%,39%,0,62%,73%,82%,93,139,
10034450,Cardiff and Vale College,Scale03,3%,8%,17%,39%,34%,0,62%,73%,82%,93,139,
10034450,Cardiff and Vale College,Q12,1%,6%,14%,37%,42%,0,68%,78%,86%,93,139,
10034450,Cardiff and Vale College,Q13,3%,2%,16%,45%,34%,1,68%,78%,86%,92,139,
10034450,Cardiff and Vale College,Q14,1%,2%,15%,49%,33%,1,71%,82%,89%,92,139,
10034450,Cardiff and Vale College,Scale04,2%,4%,15%,44%,36%,2,69%,80%,87%,93,139,
10034450,Cardiff and Vale College,Q15,12%,18%,20%,29%,20%,0,39%,49%,60%,93,139,
10034450,Cardiff and Vale College,Q16,2%,5%,13%,40%,40%,2,69%,79%,87%,91,139,
10034450,Cardiff and Vale College,Q17,7%,14%,21%,24%,35%,1,47%,59%,69%,92,139,
10034450,Cardiff and Vale College,Scale05,7%,13%,18%,31%,31%,3,51%,62%,72%,93,139,
10034450,Cardiff and Vale College,Q18,4%,13%,16%,41%,26%,3,55%,67%,76%,90,139,
10034450,Cardiff and Vale College,Q19,2%,7%,17%,48%,27%,3,63%,74%,83%,90,139,
10034450,Cardiff and Vale College,Q20,4%,8%,17%,42%,29%,0,60%,71%,80%,93,139,
10034450,Cardiff and Vale College,Scale06,4%,10%,16%,44%,27%,6,60%,71%,80%,93,139,
10034450,Cardiff and Vale College,Q21,3%,5%,22%,40%,30%,2,58%,69%,79%,91,139,
10034450,Cardiff and Vale College,Q22,2%,10%,15%,33%,40%,1,62%,73%,82%,92,139,
10034450,Cardiff and Vale College,Scale07,3%,8%,18%,36%,35%,3,60%,71%,80%,93,139,
10034450,Cardiff and Vale College,Q23,0%,7%,21%,42%,30%,1,62%,73%,82%,92,139,
10034450,Cardiff and Vale College,Q24,3%,4%,14%,47%,31%,0,68%,78%,86%,93,139,
10034450,Cardiff and Vale College,Q25,5%,16%,35%,24%,20%,1,33%,43%,55%,92,139,
10034450,Cardiff and Vale College,Scale08,3%,9%,23%,38%,27%,2,53%,65%,75%,93,139,
10034450,Cardiff and Vale College,Q26,9%,9%,39%,30%,13%,14,32%,43%,55%,79,139,
10034450,Cardiff and Vale College,Q27,3%,12%,14%,40%,31%,0,60%,71%,80%,93,139,
10007854,Cardiff Metropolitan University,Q01,1%,3%,7%,62%,27%,0,87%,89%,91%,1473,1948,
10007854,Cardiff Metropolitan University,Q02,1%,5%,12%,54%,27%,2,79%,81%,83%,1471,1948,
10007854,Cardiff Metropolitan University,Q03,1%,6%,12%,46%,35%,0,78%,81%,83%,1473,1948,
10007854,Cardiff Metropolitan University,Q04,2%,5%,13%,42%,38%,0,78%,80%,82%,1473,1948,
10007854,Cardiff Metropolitan University,Scale01,1%,5%,11%,51%,32%,2,81%,83%,85%,1473,1948,
10007854,Cardiff Metropolitan University,Q05,1%,3%,11%,45%,40%,1,83%,85%,87%,1472,1948,
10007854,Cardiff Metropolitan University,Q06,1%,3%,8%,46%,43%,3,87%,89%,90%,1470,1948,
10007854,Cardiff Metropolitan University,Q07,2%,4%,9%,44%,40%,2,82%,84%,86%,1471,1948,
10007854,Cardiff Metropolitan University,Scale02,1%,3%,9%,45%,41%,6,84%,86%,88%,1473,1948,
10007854,Cardiff Metropolitan University,Q08,3%,10%,17%,42%,28%,4,67%,70%,72%,1469,1948,
10007854,Cardiff Metropolitan University,Q09,4%,7%,18%,45%,25%,5,68%,71%,73%,1468,1948,
10007854,Cardiff Metropolitan University,Q10,3%,7%,13%,42%,36%,2,76%,78%,80%,1471,1948,
10007854,Cardiff Metropolitan University,Q11,2%,8%,14%,46%,30%,1,73%,75%,78%,1472,1948,
10007854,Cardiff Metropolitan University,Scale03,3%,8%,15%,44%,30%,12,71%,73%,76%,1473,1948,
10007854,Cardiff Metropolitan University,Q12,2%,5%,8%,36%,49%,0,83%,85%,87%,1473,1948,
10007854,Cardiff Metropolitan University,Q13,2%,6%,12%,46%,34%,1,78%,80%,82%,1472,1948,
10007854,Cardiff Metropolitan University,Q14,2%,6%,16%,43%,33%,20,74%,77%,79%,1453,1948,
10007854,Cardiff Metropolitan University,Scale04,2%,6%,12%,42%,39%,21,78%,80%,83%,1473,1948,
10007854,Cardiff Metropolitan University,Q15,4%,9%,15%,48%,24%,0,70%,73%,75%,1473,1948,
10007854,Cardiff Metropolitan University,Q16,3%,9%,10%,39%,39%,2,75%,78%,80%,1471,1948,
10007854,Cardiff Metropolitan University,Q17,2%,6%,12%,45%,35%,2,77%,80%,82%,1471,1948,
10007854,Cardiff Metropolitan University,Scale05,3%,8%,12%,44%,33%,4,74%,77%,79%,1473,1948,
10007854,Cardiff Metropolitan University,Q18,1%,3%,10%,40%,46%,16,84%,86%,88%,1457,1948,
10007854,Cardiff Metropolitan University,Q19,1%,3%,7%,37%,51%,7,87%,89%,90%,1466,1948,
10007854,Cardiff Metropolitan University,Q20,1%,3%,8%,42%,46%,12,86%,88%,90%,1461,1948,
10007854,Cardiff Metropolitan University,Scale06,1%,3%,9%,40%,48%,35,86%,88%,89%,1473,1948,
10007854,Cardiff Metropolitan University,Q21,4%,9%,15%,37%,35%,4,69%,72%,75%,1469,1948,
10007854,Cardiff Metropolitan University,Q22,1%,3%,9%,42%,45%,6,85%,87%,89%,1467,1948,
10007854,Cardiff Metropolitan University,Scale07,2%,6%,12%,40%,40%,10,77%,80%,82%,1472,1948,
10007854,Cardiff Metropolitan University,Q23,1%,5%,11%,41%,41%,2,81%,83%,85%,1471,1948,
10007854,Cardiff Metropolitan University,Q24,2%,7%,13%,39%,40%,5,76%,79%,81%,1468,1948,
10007854,Cardiff Metropolitan University,Q25,3%,10%,19%,37%,31%,11,65%,68%,70%,1462,1948,
10007854,Cardiff Metropolitan University,Scale08,2%,7%,15%,39%,37%,18,74%,76%,79%,1472,1948,
10007854,Cardiff Metropolitan University,Q26,4%,8%,33%,35%,20%,54,52%,55%,58%,1419,1948,
10007854,Cardiff Metropolitan University,Q27,2%,5%,9%,44%,40%,10,82%,85%,87%,1463,1948,
10007854,Cardiff Metropolitan University,NHS1,1%,12%,9%,36%,41%,0,67%,78%,86%,85,101,
10007854,Cardiff Metropolitan University,NHS2,0%,1%,6%,24%,69%,0,84%,93%,97%,85,101,
10007854,Cardiff Metropolitan University,NHS3,1%,1%,15%,27%,55%,0,72%,82%,90%,85,101,
10007854,Cardiff Metropolitan University,NHS4,0%,0%,11%,37%,52%,1,80%,89%,95%,84,101,
10007854,Cardiff Metropolitan University,NHS5,0%,1%,14%,33%,52%,0,74%,85%,91%,85,101,
10007854,Cardiff Metropolitan University,NHS6,2%,8%,11%,38%,41%,0,68%,79%,87%,85,101,
10007854,Cardiff Metropolitan University,ScaleNHS,1%,4%,11%,32%,52%,1,74%,84%,91%,85,101,
10007814,Cardiff University,Q01,1%,3%,7%,67%,23%,3,88%,89%,90%,3698,5254,
10007814,Cardiff University,Q02,1%,6%,13%,56%,24%,5,79%,80%,82%,3696,5254,
10007814,Cardiff University,Q03,2%,3%,9%,42%,45%,1,85%,86%,88%,3700,5254,
10007814,Cardiff University,Q04,3%,6%,13%,42%,37%,2,77%,79%,80%,3699,5254,
10007814,Cardiff University,Scale01,2%,5%,10%,51%,32%,11,82%,84%,85%,3701,5254,
10007814,Cardiff University,Q05,1%,5%,11%,44%,39%,1,82%,83%,84%,3700,5254,
10007814,Cardiff University,Q06,1%,5%,10%,45%,39%,3,83%,84%,85%,3698,5254,
10007814,Cardiff University,Q07,2%,8%,11%,40%,39%,1,77%,79%,80%,3700,5254,
10007814,Cardiff University,Scale02,1%,6%,11%,43%,39%,5,81%,82%,83%,3701,5254,
10007814,Cardiff University,Q08,5%,10%,14%,40%,31%,4,69%,71%,73%,3697,5254,
10007814,Cardiff University,Q09,4%,9%,17%,48%,22%,2,68%,70%,71%,3699,5254,
10007814,Cardiff University,Q10,4%,11%,13%,42%,30%,3,70%,72%,74%,3698,5254,
10007814,Cardiff University,Q11,4%,12%,17%,44%,22%,4,65%,67%,68%,3697,5254,
10007814,Cardiff University,Scale03,4%,10%,16%,44%,26%,13,68%,70%,71%,3701,5254,
10007814,Cardiff University,Q12,2%,4%,7%,42%,45%,11,86%,87%,88%,3690,5254,
10007814,Cardiff University,Q13,3%,8%,14%,47%,28%,9,73%,75%,77%,3692,5254,
10007814,Cardiff University,Q14,3%,9%,18%,43%,27%,130,69%,71%,72%,3571,5254,
10007814,Cardiff University,Scale04,2%,7%,13%,44%,34%,150,76%,78%,79%,3700,5254,
10007814,Cardiff University,Q15,7%,12%,17%,44%,20%,3,62%,64%,65%,3698,5254,
10007814,Cardiff University,Q16,4%,9%,10%,42%,34%,3,74%,76%,77%,3698,5254,
10007814,Cardiff University,Q17,3%,8%,13%,43%,33%,20,74%,76%,77%,3681,5254,
10007814,Cardiff University,Scale05,5%,10%,13%,43%,29%,26,70%,72%,73%,3701,5254,
10007814,Cardiff University,Q18,2%,4%,11%,42%,42%,42,82%,83%,85%,3659,5254,
10007814,Cardiff University,Q19,1%,3%,6%,37%,54%,19,90%,91%,92%,3682,5254,
10007814,Cardiff University,Q20,1%,3%,7%,42%,47%,51,88%,89%,90%,3650,5254,
10007814,Cardiff University,Scale06,1%,3%,8%,40%,47%,112,86%,88%,89%,3701,5254,
10007814,Cardiff University,Q21,6%,10%,17%,37%,30%,11,65%,67%,68%,3690,5254,
10007814,Cardiff University,Q22,2%,5%,11%,41%,41%,23,81%,82%,84%,3678,5254,
10007814,Cardiff University,Scale07,4%,8%,14%,39%,36%,34,73%,74%,76%,3699,5254,
10007814,Cardiff University,Q23,2%,5%,8%,41%,44%,14,84%,85%,86%,3687,5254,
10007814,Cardiff University,Q24,4%,8%,15%,39%,35%,23,72%,74%,75%,3678,5254,
10007814,Cardiff University,Q25,6%,14%,24%,33%,23%,35,55%,57%,58%,3666,5254,
10007814,Cardiff University,Scale08,4%,9%,15%,38%,34%,72,70%,72%,73%,3693,5254,
10007814,Cardiff University,Q26,3%,6%,28%,37%,25%,118,60%,62%,63%,3583,5254,
10007814,Cardiff University,Q27,2%,5%,8%,46%,39%,25,83%,84%,86%,3676,5254,
10007814,Cardiff University,NHS1,5%,9%,9%,38%,38%,2,72%,77%,80%,503,643,
10007814,Cardiff University,NHS2,1%,3%,6%,28%,62%,1,87%,90%,92%,504,643,
10007814,Cardiff University,NHS3,2%,5%,7%,39%,48%,0,83%,87%,90%,505,643,
10007814,Cardiff University,NHS4,2%,2%,5%,36%,55%,2,88%,91%,93%,503,643,
10007814,Cardiff University,NHS5,1%,4%,7%,39%,48%,2,84%,88%,91%,503,643,
10007814,Cardiff University,NHS6,2%,4%,7%,39%,48%,9,83%,87%,90%,496,643,
10007814,Cardiff University,ScaleNHS,2%,5%,7%,37%,50%,16,83%,86%,89%,505,643,
10001165,Cardinal Newman College,Q01,0%,0%,0%,57%,43%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q02,0%,0%,7%,64%,29%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q03,0%,0%,14%,29%,57%,0,57%,86%,96%,14,16,
10001165,Cardinal Newman College,Q04,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Scale01,0%,0%,5%,45%,50%,0,67%,95%,99%,14,16,
10001165,Cardinal Newman College,Q05,0%,0%,7%,14%,79%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q06,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q07,0%,0%,0%,14%,86%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Scale02,0%,0%,2%,19%,79%,0,71%,98%,100%,14,16,
10001165,Cardinal Newman College,Q08,0%,0%,7%,43%,50%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q09,0%,0%,0%,21%,79%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q10,7%,0%,7%,36%,50%,0,57%,86%,96%,14,16,
10001165,Cardinal Newman College,Q11,0%,0%,7%,21%,71%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Scale03,2%,0%,5%,30%,63%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q12,0%,0%,7%,36%,57%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q13,0%,0%,0%,21%,79%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q14,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Scale04,0%,0%,2%,29%,69%,0,71%,98%,100%,14,16,
10001165,Cardinal Newman College,Q15,0%,0%,0%,57%,43%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q16,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q17,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Scale05,0%,0%,0%,38%,62%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q18,0%,7%,0%,21%,71%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q19,0%,14%,0%,21%,64%,0,57%,86%,96%,14,16,
10001165,Cardinal Newman College,Q20,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Scale06,0%,7%,0%,24%,69%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Q21,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q22,0%,0%,7%,14%,79%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Scale07,0%,0%,4%,21%,75%,0,70%,96%,100%,14,16,
10001165,Cardinal Newman College,Q23,0%,0%,0%,29%,71%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q24,0%,0%,0%,14%,86%,0,75%,100%,100%,14,16,
10001165,Cardinal Newman College,Q25,0%,0%,7%,29%,64%,0,65%,93%,99%,14,16,
10001165,Cardinal Newman College,Scale08,0%,0%,2%,24%,74%,0,71%,98%,100%,14,16,
10001165,Cardinal Newman College,Q26,0%,0%,15%,15%,69%,1,55%,85%,96%,13,16,
10001165,Cardinal Newman College,Q27,0%,0%,7%,14%,79%,0,65%,93%,99%,14,16,
10002061,Central Bedfordshire College,Q01,4%,19%,10%,44%,23%,0,52%,67%,79%,52,89,Y
10002061,Central Bedfordshire College,Q02,2%,6%,15%,58%,19%,0,62%,77%,87%,52,89,Y
10002061,Central Bedfordshire College,Q03,0%,10%,15%,40%,35%,0,60%,75%,86%,52,89,Y
10002061,Central Bedfordshire College,Q04,0%,6%,12%,40%,42%,0,69%,83%,91%,52,89,Y
10002061,Central Bedfordshire College,Scale01,1%,10%,13%,46%,30%,0,61%,75%,86%,52,88,Y
10002061,Central Bedfordshire College,Q05,2%,4%,8%,38%,48%,0,73%,87%,94%,52,89,Y
10002061,Central Bedfordshire College,Q06,4%,4%,6%,44%,42%,0,73%,87%,94%,52,89,Y
10002061,Central Bedfordshire College,Q07,0%,4%,13%,38%,44%,0,69%,83%,91%,52,89,Y
10002061,Central Bedfordshire College,Scale02,2%,4%,9%,40%,45%,0,72%,85%,93%,52,88,Y
10002061,Central Bedfordshire College,Q08,2%,10%,19%,52%,17%,0,54%,69%,81%,52,89,Y
10002061,Central Bedfordshire College,Q09,2%,6%,19%,48%,25%,0,58%,73%,84%,52,89,Y
10002061,Central Bedfordshire College,Q10,8%,12%,17%,52%,12%,0,48%,63%,76%,52,89,Y
10002061,Central Bedfordshire College,Q11,8%,2%,15%,44%,31%,0,60%,75%,86%,52,89,Y
10002061,Central Bedfordshire College,Scale03,5%,7%,18%,49%,21%,0,55%,70%,82%,52,88,Y
10002061,Central Bedfordshire College,Q12,4%,6%,8%,46%,37%,0,69%,83%,91%,52,89,Y
10002061,Central Bedfordshire College,Q13,0%,13%,17%,44%,25%,0,54%,69%,81%,52,89,Y
10002061,Central Bedfordshire College,Q14,2%,8%,16%,51%,24%,1,60%,75%,85%,51,89,Y
10002061,Central Bedfordshire College,Scale04,2%,9%,13%,47%,29%,1,61%,76%,86%,52,88,Y
10002061,Central Bedfordshire College,Q15,10%,12%,17%,48%,13%,0,47%,62%,75%,52,89,Y
10002061,Central Bedfordshire College,Q16,0%,10%,4%,51%,35%,1,73%,86%,94%,51,89,Y
10002061,Central Bedfordshire College,Q17,4%,17%,19%,42%,17%,0,45%,60%,73%,52,89,Y
10002061,Central Bedfordshire College,Scale05,4%,13%,14%,47%,22%,1,54%,69%,81%,52,88,Y
10002061,Central Bedfordshire College,Q18,2%,10%,18%,53%,16%,3,54%,69%,81%,49,89,Y
10002061,Central Bedfordshire College,Q19,0%,4%,17%,48%,31%,0,64%,79%,88%,52,89,Y
10002061,Central Bedfordshire College,Q20,2%,2%,14%,59%,22%,3,67%,82%,91%,49,89,Y
10002061,Central Bedfordshire College,Scale06,1%,5%,17%,53%,23%,6,62%,77%,87%,52,88,Y
10002061,Central Bedfordshire College,Q21,8%,4%,22%,43%,22%,3,50%,65%,78%,49,89,Y
10002061,Central Bedfordshire College,Q22,4%,4%,16%,43%,33%,3,60%,76%,86%,49,89,Y
10002061,Central Bedfordshire College,Scale07,7%,5%,19%,42%,27%,6,54%,69%,81%,50,88,Y
10002061,Central Bedfordshire College,Q23,2%,8%,16%,53%,22%,1,60%,75%,85%,51,89,Y
10002061,Central Bedfordshire College,Q24,4%,6%,12%,45%,33%,1,64%,78%,88%,51,89,Y
10002061,Central Bedfordshire College,Q25,4%,16%,25%,41%,14%,1,40%,55%,69%,51,89,Y
10002061,Central Bedfordshire College,Scale08,3%,10%,18%,46%,23%,3,54%,69%,81%,51,88,Y
